filepath,label,is_defect,score,predicted_label,is_correct,error_type
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_000_1631441714.100000026_patches_patch_1543_2199_107.819_0_left.png,defect,1,0.60712034,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_001_1631441714.200000024_patches_patch_1543_2199_107.928_0_left.png,defect,1,0.5092544,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_002_1631441714.300000021_patches_patch_1543_2199_107.928_0_left.png,defect,1,0.7369115,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_003_1631441714.400000019_patches_patch_1543_2199_108.037_0_left.png,defect,1,0.73684746,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_004_1631441714.500000016_patches_patch_1543_2199_108.037_0_left.png,defect,1,0.6390675,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_005_1631441714.600000014_patches_patch_1543_2199_107.835_0_left.png,defect,1,0.8035696,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_006_1631441714.700000011_patches_patch_1542_2199_107.571_0_left.png,defect,1,0.8250072,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_007_1631441714.800000008_patches_patch_1543_2199_107.398_0_left.png,defect,1,0.7915193,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_008_1631441714.900000005_patches_patch_1543_2199_107.343_0_left.png,defect,1,0.81586194,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_009_1631441715.000000002_patches_patch_1542_2199_107.466_0_left.png,defect,1,0.7437148,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_010_1631441715.100000031_patches_patch_1542_2199_107.896_0_left.png,defect,1,0.6638029,1,True,True Positive
