filepath,label,is_defect,score,predicted_label,is_correct,error_type
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_000_1631441714.100000026_patches_patch_1834_2199_115.326_2_left.png,defect,1,0.31924933,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_001_1631441714.200000024_patches_patch_1837_2199_115.235_2_left.png,defect,1,0.3212535,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_002_1631441714.300000021_patches_patch_1839_2199_115.133_2_left.png,defect,1,0.25502065,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_003_1631441714.400000019_patches_patch_1841_2199_115.427_2_left.png,defect,1,0.26124495,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_004_1631441714.500000016_patches_patch_1845_2199_115.145_2_left.png,defect,1,0.35435823,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_005_1631441714.600000014_patches_patch_1849_2199_115.408_2_left.png,defect,1,0.31755453,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_006_1631441714.700000011_patches_patch_1852_2199_115.121_2_left.png,defect,1,0.4149935,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_007_1631441714.800000008_patches_patch_1856_2199_114.926_2_left.png,defect,1,0.32434133,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_008_1631441714.900000005_patches_patch_1859_2199_115.121_2_left.png,defect,1,0.47417945,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_009_1631441715.000000002_patches_patch_1864_2199_114.723_2_left.png,defect,1,0.46579286,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_010_1631441715.100000031_patches_patch_1866_2199_114.567_2_left.png,defect,1,0.37627354,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_011_1631441715.200000029_patches_patch_1870_2199_114.382_2_left.png,defect,1,0.32579115,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_012_1631441715.300000026_patches_patch_1875_2199_114.567_2_left.png,defect,1,0.31293556,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_013_1631441715.400000023_patches_patch_1879_2199_114.413_2_left.png,defect,1,0.218118,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_014_1631441715.500000022_patches_patch_1884_2199_114.567_2_left.png,defect,1,0.32525727,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_015_1631441715.600000023_patches_patch_1889_2199_114.474_2_left.png,defect,1,0.20302695,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_016_1631441715.700000024_patches_patch_1895_2199_114.474_2_left.png,defect,1,0.33947933,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_017_1631441715.800000025_patches_patch_1899_2199_114.326_2_left.png,defect,1,0.3459903,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_018_1631441715.900000026_patches_patch_1905_2199_114.651_2_left.png,defect,1,0.35893044,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_019_1631441716.000000027_patches_patch_1910_2199_114.651_2_left.png,defect,1,0.27882627,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_020_1631441716.100000027_patches_patch_1916_2199_115.641_2_left.png,defect,1,0.3023825,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_021_1631441716.200000028_patches_patch_1924_2199_115.463_2_left.png,defect,1,0.32899335,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_022_1631441716.300000029_patches_patch_1927_2199_115.641_2_left.png,defect,1,0.18288049,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_023_1631441716.400000030_patches_patch_1934_2199_115.641_2_left.png,defect,1,0.2177788,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_024_1631441716.500000011_patches_patch_1941_2199_115.246_2_left.png,defect,1,0.28505448,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_025_1631441716.600000000_patches_patch_1948_2199_115.246_2_left.png,defect,1,0.25893512,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_026_1631441716.700000020_patches_patch_1955_2199_115.427_2_left.png,defect,1,0.27991012,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_027_1631441716.800000009_patches_patch_1963_2199_115.427_2_left.png,defect,1,0.22027668,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_028_1631441716.900000029_patches_patch_1969_2199_115.427_2_left.png,defect,1,0.17057316,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_029_1631441717.000000018_patches_patch_1978_2199_115.246_2_left.png,defect,1,0.21178508,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_030_1631441717.100000006_patches_patch_1987_2199_115.153_2_left.png,defect,1,0.2122022,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_031_1631441717.200000027_patches_patch_1997_2199_114.520_2_left.png,defect,1,0.19725688,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_032_1631441717.300000015_patches_patch_2007_2199_114.905_2_left.png,defect,1,0.16731301,0,False,False Negative
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_033_1631441717.400000004_patches_patch_2017_2199_114.482_2_left.png,defect,1,0.38979432,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_034_1631441717.500000015_patches_patch_2028_2199_115.102_2_left.png,defect,1,0.38878113,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_035_1631441717.600000021_patches_patch_2040_2199_115.246_2_left.png,defect,1,0.5057832,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_036_1631441717.700000028_patches_patch_2051_2199_115.043_2_left.png,defect,1,0.3416375,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_179/test/defective/1_calibration_1.2_037_1631441717.800000002_patches_patch_2063_2199_114.864_2_left.png,defect,1,0.3219136,1,True,True Positive
