epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr,train_sec,train_img_per_sec,val_sec,val_img_per_sec,cuda_max_mem_bytes
0,0.6022521927952766,0.804950495049505,0.5693744122982025,0.7551724137931034,0.8201795240917944,0.9053264459310695,0.7288028767258763,0.4017857142857143,0.9183673469387755,0.5590062111801242,174,67,4,45,3.125e-06,12.939773300000525,78.05391768339241,2.1858251999992717,132.67300605743617,4204567552
1,0.4942991081625223,0.8158415841584158,0.4979779005050659,0.7689655172413793,0.8609958506224067,0.9704462697942248,0.8961103294699604,0.4224137931034483,1.0,0.593939393939394,174,67,0,49,4.6875e-06,12.612118099999861,80.08171125514683,2.1780674000001454,133.14555830548707,4204567552
2,0.3794006984680891,0.8881188118811881,0.4238510072231293,0.7862068965517242,0.8713692946058091,0.9802692861376916,0.9222983983666617,0.44144144144144143,1.0,0.6125,179,62,0,49,6.25e-06,12.754329599999437,79.18879562278558,1.9524629000006826,148.53035107601718,4204567552
3,0.2740937480702996,0.9108910891089109,0.42728863209486007,0.8103448275862069,0.8858921161825726,0.9853501566601743,0.9431537343785734,0.47115384615384615,1.0,0.6405228758169934,186,55,0,49,7.8125e-06,12.744920599999205,79.24725713866457,1.9003148000001602,152.606294493931,4204567552
4,0.20840803999453783,0.9346534653465347,0.5485212005674839,0.7827586206896552,0.8692946058091287,0.9819629096451858,0.9183372613930599,0.4375,1.0,0.6086956521739131,178,63,0,49,9.375e-06,12.679774199999883,79.6544152970807,1.8810207000005903,154.17161544256743,4204567552
5,0.1630285638384521,0.9495049504950495,0.7013934083282948,0.7724137931034483,0.8630705394190872,0.9711237191972224,0.8758667042150329,0.4260869565217391,1.0,0.5975609756097561,175,66,0,49,1.09375e-05,12.899225600000136,78.29927402773616,1.9081567000002906,151.97913253138793,4204567552
6,0.14523272402584553,0.9485148514851485,0.5043744752183557,0.8344827586206897,0.9004149377593361,0.9850114319586756,0.9409844913008645,0.5051546391752577,1.0,0.6712328767123288,193,48,0,49,1.25e-05,13.706306800000675,73.6887051149293,2.2676925999994637,127.88329423488376,4204567552
7,0.1278941361233592,0.9594059405940594,0.47426067516207693,0.8379310344827586,0.9024896265560166,0.9846727072571767,0.9349003070965498,0.5104166666666666,1.0,0.6758620689655173,194,47,0,49,1.4062500000000001e-05,12.532074299999294,80.59320235597843,1.9650374000002557,147.5798883013434,4204567552
8,0.0891600800678134,0.9712871287128713,0.6984235234558582,0.7965517241379311,0.8775933609958506,0.9756118214920823,0.8940711945565623,0.4537037037037037,1.0,0.6242038216560509,182,59,0,49,1.5625e-05,12.908018699999957,78.2459356059039,1.8663507000001118,155.38344427978225,4204567552
9,0.0911050932481885,0.9653465346534653,0.49848993131890895,0.8379310344827586,0.9024896265560166,0.9912778389364044,0.9610727703795187,0.5104166666666666,1.0,0.6758620689655173,194,47,0,49,1.71875e-05,12.402420999999777,81.43571323695738,1.9983328000007532,145.1209728429072,4204567552
