epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr
0,0.47324542038970524,0.8064220183486238,3.574233454943169,0.44761904761904764,0.5084745762711864,0.9134579955784821,0.8893424357121855,0.4423076923076923,1.0,0.6133333333333333,2,116,0,92,0.0009990133642141358
1,0.2633656513773733,0.9110091743119266,4.713069900200026,0.5285714285714286,0.5805084745762712,0.92879513633014,0.852214415673487,0.4816753926701571,1.0,0.6501766784452296,19,99,0,92,0.000996057350657239
2,0.20925132971670893,0.9348623853211009,0.4129473576322198,0.9285714285714286,0.9352431834929993,0.9891304347826086,0.9863418949063235,0.8666666666666667,0.9891304347826086,0.9238578680203046,104,14,1,91,0.0009911436253643444
3,0.24779169137279192,0.9339449541284404,0.3897589221596718,0.8761904761904762,0.8706705969049373,0.9478629329403094,0.9185846611980291,0.8837209302325582,0.8260869565217391,0.8539325842696629,108,10,16,76,0.0009842915805643156
4,0.24403480233417618,0.9302752293577982,2.759731131256558,0.6095238095238096,0.652542372881356,0.9306834929992631,0.8946961389681297,0.5287356321839081,1.0,0.6917293233082706,36,82,0,92,0.0009755282581475769
5,0.15456750678519407,0.9422018348623853,0.4969672540901229,0.8952380952380953,0.8936072218128224,0.9538504053058217,0.9404008603803914,0.8804347826086957,0.8804347826086957,0.8804347826086957,107,11,11,81,0.0009648882429441258
6,0.16875589607904354,0.944954128440367,0.3536842209286988,0.9238095238095239,0.9286109064112011,0.9734708916728076,0.9615986942633052,0.8725490196078431,0.967391304347826,0.9175257731958762,105,13,3,89,0.0009524135262330099
7,0.19792957293490568,0.9321100917431193,1.0256021410459653,0.861904761904762,0.8771186440677966,0.9706153279292558,0.9590019113605632,0.7603305785123967,1.0,0.863849765258216,89,29,0,92,0.0009381533400219318
8,0.20062244000534216,0.944954128440367,0.5817246166989207,0.9,0.9098194546794399,0.9482313927781872,0.9092919681682728,0.8198198198198198,0.9891304347826086,0.896551724137931,98,20,1,91,0.0009221639627510075
9,0.2908047152062257,0.9174311926605505,0.9334428003057837,0.8857142857142857,0.893515106853353,0.9340456890198968,0.8876820543428122,0.8148148148148148,0.9565217391304348,0.88,98,20,4,88,0.0009045084971874736
10,0.2616473589506414,0.936697247706422,0.8028408074751496,0.8476190476190476,0.8632092851879145,0.9008843036109064,0.8083323669169259,0.7459016393442623,0.9891304347826086,0.8504672897196262,87,31,1,91,0.0008852566213878945
11,0.22440609460075697,0.9339449541284404,1.5407190894184168,0.7047619047619048,0.7372881355932204,0.9472181282240235,0.9098958892755195,0.5974025974025974,1.0,0.7479674796747967,56,62,0,92,0.0008644843137107056
12,0.3056637913816505,0.9385321100917431,0.7322874919045717,0.8666666666666667,0.8813559322033898,0.9734708916728076,0.9611266043584199,0.7666666666666667,1.0,0.8679245283018868,90,28,0,92,0.0008422735529643443
13,0.16939065564009878,0.9541284403669725,0.5197776341810822,0.9,0.9098194546794399,0.952837140751658,0.9199019651045633,0.8198198198198198,0.9891304347826086,0.896551724137931,98,20,1,91,0.0008187119948743448
14,0.16869616715444458,0.9522935779816514,0.6715991729870439,0.8428571428571429,0.8481945467943994,0.9171886514369934,0.8817677349117512,0.780952380952381,0.8913043478260869,0.8324873096446701,95,23,10,82,0.0007938926261462366
15,0.2121655715422498,0.9302752293577982,0.4673586059361696,0.8857142857142857,0.8923176123802505,0.9310980103168754,0.8725640758309227,0.8207547169811321,0.9456521739130435,0.8787878787878788,99,19,5,87,0.0007679133974894982
16,0.1612555713703235,0.9376146788990826,0.591966757318005,0.919047619047619,0.9243736182756079,0.9547715549005158,0.9203397099867919,0.8640776699029126,0.967391304347826,0.9128205128205128,104,14,3,89,0.0007408768370508576
17,0.13884951184607214,0.9513761467889909,0.7973874676972628,0.9142857142857143,0.9213338246131172,0.9373618275607959,0.8887416789303663,0.8490566037735849,0.9782608695652174,0.9090909090909091,102,16,2,90,0.0007128896457825362
18,0.13210706837061378,0.9513761467889909,0.4951618085615337,0.9238095238095239,0.9286109064112011,0.951271186440678,0.9184894099813042,0.8725490196078431,0.967391304347826,0.9175257731958762,105,13,3,89,0.0006840622763423389
19,0.10731067793029878,0.9697247706422019,0.5137692228890955,0.9,0.9002394988946205,0.9531134856300664,0.9246016846821438,0.8736842105263158,0.9021739130434783,0.8877005347593583,106,12,9,83,0.0006545084971874735
20,0.09438509814855126,0.9761467889908257,0.673569455742836,0.9,0.9050294767870302,0.9419675755342668,0.9039870716392365,0.8446601941747572,0.9456521739130435,0.8923076923076924,102,16,5,87,0.0006243449435824271
