filepath,label,is_defect,score,predicted_label,is_correct,error_type
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_000_1631441714.100000026_patches_patch_1543_2199_107.819_0_left.png,defect,1,0.5869263,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_001_1631441714.200000024_patches_patch_1543_2199_107.928_0_left.png,defect,1,0.5222163,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_002_1631441714.300000021_patches_patch_1543_2199_107.928_0_left.png,defect,1,0.76291245,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_003_1631441714.400000019_patches_patch_1543_2199_108.037_0_left.png,defect,1,0.69968265,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_004_1631441714.500000016_patches_patch_1543_2199_108.037_0_left.png,defect,1,0.68589383,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_005_1631441714.600000014_patches_patch_1543_2199_107.835_0_left.png,defect,1,0.856274,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_006_1631441714.700000011_patches_patch_1542_2199_107.571_0_left.png,defect,1,0.7948357,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_007_1631441714.800000008_patches_patch_1543_2199_107.398_0_left.png,defect,1,0.75020725,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_008_1631441714.900000005_patches_patch_1543_2199_107.343_0_left.png,defect,1,0.8285962,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_009_1631441715.000000002_patches_patch_1542_2199_107.466_0_left.png,defect,1,0.75566435,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_010_1631441715.100000031_patches_patch_1542_2199_107.896_0_left.png,defect,1,0.67686874,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_011_1631441715.200000029_patches_patch_1543_2199_107.814_0_left.png,defect,1,0.7021911,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_012_1631441715.300000026_patches_patch_1543_2199_107.814_0_left.png,defect,1,0.7400514,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_013_1631441715.400000023_patches_patch_1543_2199_107.814_0_left.png,defect,1,0.74087405,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_014_1631441715.500000022_patches_patch_1541_2199_107.768_0_left.png,defect,1,0.69666946,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_015_1631441715.600000023_patches_patch_1541_2199_107.710_0_left.png,defect,1,0.67268276,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_016_1631441715.700000024_patches_patch_1541_2199_107.700_0_left.png,defect,1,0.67670804,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_017_1631441715.800000025_patches_patch_1542_2199_107.808_0_left.png,defect,1,0.760515,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_018_1631441715.900000026_patches_patch_1542_2199_107.808_0_left.png,defect,1,0.7931022,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_019_1631441716.000000027_patches_patch_1541_2199_107.808_0_left.png,defect,1,0.8082068,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_020_1631441716.100000027_patches_patch_1540_2199_107.354_0_left.png,defect,1,0.72647315,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_021_1631441716.200000028_patches_patch_1541_2199_107.053_0_left.png,defect,1,0.6205389,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_022_1631441716.300000029_patches_patch_1539_2199_107.455_0_left.png,defect,1,0.725263,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_023_1631441716.400000030_patches_patch_1539_2199_107.455_0_left.png,defect,1,0.72228765,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_024_1631441716.500000011_patches_patch_1539_2199_107.547_0_left.png,defect,1,0.9300037,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_025_1631441716.600000000_patches_patch_1539_2199_107.274_0_left.png,defect,1,0.77995694,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_026_1631441716.700000020_patches_patch_1538_2199_107.492_0_left.png,defect,1,0.6184611,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_027_1631441716.800000009_patches_patch_1539_2199_107.393_0_left.png,defect,1,0.75716174,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_028_1631441716.900000029_patches_patch_1539_2199_107.393_0_left.png,defect,1,0.54854566,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_029_1631441717.000000018_patches_patch_1538_2199_107.393_0_left.png,defect,1,0.47366378,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_030_1631441717.100000006_patches_patch_1538_2199_107.613_0_left.png,defect,1,0.43522072,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_031_1631441717.200000027_patches_patch_1541_2199_107.469_0_left.png,defect,1,0.50224537,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_032_1631441717.300000015_patches_patch_1543_2199_107.364_0_left.png,defect,1,0.38056833,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_033_1631441717.400000004_patches_patch_1543_2199_107.364_0_left.png,defect,1,0.3923597,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_034_1631441717.500000015_patches_patch_1544_2199_107.364_0_left.png,defect,1,0.5604712,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_035_1631441717.600000021_patches_patch_1546_2199_107.892_0_left.png,defect,1,0.38805255,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_036_1631441717.700000028_patches_patch_1548_2199_107.344_0_left.png,defect,1,0.339173,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_037_1631441717.800000002_patches_patch_1549_2199_107.295_0_left.png,defect,1,0.30570197,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_038_1631441717.900000009_patches_patch_1550_2199_107.295_0_left.png,defect,1,0.34209037,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_039_1631441718.000000015_patches_patch_1551_2199_107.295_0_left.png,defect,1,0.3248397,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_040_1631441718.100000021_patches_patch_1552_2199_106.945_0_left.png,defect,1,0.38612616,1,True,True Positive
/home/myri/patchcore-inspection/data/mvtec/fold_079/test/defective/1_calibration_1.2_041_1631441718.200000028_patches_patch_1551_2199_107.127_0_left.png,defect,1,0.24477328,0,False,False Negative
