epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr
0,0.5084616751927469,0.8036697247706422,4.785968406818029,0.680952380952381,0.7161016949152542,0.8948968312453943,0.7911519437632694,0.5786163522012578,1.0,0.7330677290836654,51,67,0,92,0.0009990133642141358
1,0.25410406705405975,0.9036697247706422,1.2256668924819678,0.7476190476190476,0.7754237288135593,0.9287490788504054,0.8513223757398408,0.6344827586206897,1.0,0.7763713080168776,65,53,0,92,0.000996057350657239
2,0.466125407980548,0.828440366972477,37.89095067977905,0.5142857142857142,0.5677966101694916,0.6228813559322034,0.5082872928176796,0.4742268041237113,1.0,0.6433566433566433,16,102,0,92,0.0009911436253643444
3,0.4167928571502368,0.9027522935779817,1.2691344991326332,0.8285714285714286,0.847457627118644,0.9602063375092115,0.9487896394433923,0.71875,1.0,0.8363636363636363,82,36,0,92,0.0009842915805643156
4,0.3257739221056302,0.9220183486238532,0.6839974075555801,0.7619047619047619,0.7617907148120855,0.8138356669123066,0.6344444148843532,0.7142857142857143,0.7608695652173914,0.7368421052631579,90,28,22,70,0.0009755282581475769
5,0.33048545113868183,0.9211009174311927,0.48896966874599457,0.819047619047619,0.8306005895357407,0.9061348563006633,0.8606126006359192,0.7327586206896551,0.9239130434782609,0.8173076923076923,87,31,7,85,0.0009648882429441258
6,0.26893921196460724,0.9155963302752294,2.066615112242289,0.5761904761904761,0.6228813559322034,0.9386514369933678,0.9142213982401022,0.5082872928176796,1.0,0.673992673992674,29,89,0,92,0.0009524135262330099
7,0.2583293244242668,0.9376146788990826,0.4057741751894355,0.8285714285714286,0.8462601326455417,0.983050847457627,0.9763551864417799,0.7222222222222222,0.9891304347826086,0.8348623853211009,83,35,1,91,0.0009381533400219318
8,0.25575117725465035,0.9211009174311927,0.32163036055862904,0.8714285714285714,0.8760132645541636,0.942888725128961,0.9176462696827294,0.8155339805825242,0.9130434782608695,0.8615384615384616,99,19,8,84,0.0009221639627510075
9,0.20847197311619917,0.9311926605504587,0.45613813446834683,0.9285714285714286,0.9328481945467944,0.9760501105379514,0.9662837977382357,0.8811881188118812,0.967391304347826,0.9222797927461139,106,12,3,89,0.0009045084971874736
10,0.18655341739455858,0.9504587155963303,1.0013066565152258,0.8238095238095238,0.8432203389830508,0.9839719970523213,0.9795578340462585,0.7131782945736435,1.0,0.832579185520362,81,37,0,92,0.0008852566213878945
11,0.20149946585297585,0.9284403669724771,2.8685020804405212,0.6523809523809524,0.6224207811348563,0.7141672807663966,0.666642357331255,0.6862745098039216,0.3804347826086957,0.48951048951048953,102,16,57,35,0.0008644843137107056
12,0.1905764653864834,0.9532110091743119,1.146985030733049,0.7904761904761904,0.8135593220338984,0.9686809137803979,0.9576902421393143,0.6764705882352942,1.0,0.8070175438596491,74,44,0,92,0.0008422735529643443
13,0.20445131106923023,0.9440366972477064,0.278391498606652,0.8666666666666667,0.8657885040530582,0.9519159911569639,0.943248042762883,0.8404255319148937,0.8586956521739131,0.8494623655913979,103,15,13,79,0.0008187119948743448
14,0.20497767440974712,0.936697247706422,0.2172292796894908,0.9380952380952381,0.9437177597641857,0.9884856300663228,0.9824779991142207,0.883495145631068,0.9891304347826086,0.9333333333333333,106,12,1,91,0.0007938926261462366
15,0.268116127492653,0.9458715596330275,0.14692942961119115,0.9571428571428572,0.9594694178334562,0.9872881355932203,0.9766452273601374,0.9278350515463918,0.9782608695652174,0.9523809523809523,111,7,2,90,0.0007679133974894982
16,0.33891041990783477,0.9275229357798165,2.8644719097676443,0.580952380952381,0.6271186440677966,0.9801952837140752,0.9569643536017656,0.5111111111111111,1.0,0.6764705882352942,30,88,0,92,0.0007408768370508576
17,0.30688072078757817,0.9256880733944954,0.4330760333687067,0.8666666666666667,0.8813559322033898,0.9770633750921149,0.9631116315929517,0.7666666666666667,1.0,0.8679245283018868,90,28,0,92,0.0007128896457825362
18,0.21702515499459374,0.9256880733944954,1.0557207442470826,0.8428571428571429,0.8601694915254237,0.9820836403831982,0.9724842790179146,0.736,1.0,0.847926267281106,85,33,0,92,0.0006840622763423389
19,0.3689421582967043,0.936697247706422,0.33194759115576744,0.919047619047619,0.9255711127487104,0.9731945467943994,0.9511108551102689,0.8571428571428571,0.9782608695652174,0.9137055837563451,103,15,2,90,0.0006545084971874735
20,0.37103001525004703,0.9064220183486239,0.6984615084074903,0.8,0.8220338983050848,0.9765567428150331,0.9467773482557171,0.6865671641791045,1.0,0.8141592920353983,76,42,0,92,0.0006243449435824271
21,0.36015381829606163,0.9440366972477064,0.25504455156624317,0.8809523809523809,0.8761053795136331,0.9601142225497421,0.9314662335257886,0.8850574712643678,0.8369565217391305,0.8603351955307262,108,10,15,77,0.0005936906572928622
22,0.21693241016732323,0.9293577981651376,0.4182976922020316,0.8666666666666667,0.8705784819454679,0.9328481945467944,0.9089462837843918,0.8137254901960784,0.9021739130434783,0.8556701030927835,99,19,9,83,0.000562666616782152
23,0.18778387622700798,0.9440366972477064,0.272071341983974,0.9095238095238095,0.9194915254237288,0.9817612380250553,0.9600131864099408,0.8288288288288288,1.0,0.9064039408866995,99,19,0,92,0.0005313952597646566
24,0.15190787985920906,0.9477064220183486,0.5036020381376147,0.8857142857142857,0.8971075902726602,0.9734708916728076,0.9557433720423381,0.7982456140350878,0.9891304347826086,0.883495145631068,95,23,1,91,0.0004999999999999998
25,0.13522479000190893,0.9623853211009175,0.41676277946680784,0.9047619047619048,0.9152542372881356,0.9848010316875461,0.9711860241172499,0.8214285714285714,1.0,0.9019607843137255,98,20,0,92,0.00046860474023534314
26,0.16631104383203718,0.9495412844036697,0.3432962237857282,0.9,0.9074244657332351,0.9788135593220338,0.9671421518342839,0.8317757009345794,0.967391304347826,0.8944723618090452,100,18,3,89,0.00043733338321784774
27,0.14240376609894964,0.955045871559633,0.2973969532176852,0.9333333333333333,0.9406779661016949,0.9923544583640383,0.9876180948538129,0.8679245283018868,1.0,0.9292929292929293,104,14,0,92,0.00040630934270713756
28,0.255760192250212,0.955045871559633,0.6769425787497312,0.9238095238095239,0.9322033898305084,0.9883935151068534,0.9843821501308689,0.8518518518518519,1.0,0.92,102,16,0,92,0.00037565505641757246
29,0.21733345381087726,0.9596330275229358,0.8229374874499626,0.8857142857142857,0.8983050847457628,0.9869196757553427,0.9807148269899703,0.7931034482758621,1.0,0.8846153846153846,94,24,0,92,0.00034549150281252633
30,0.12677082295219103,0.963302752293578,0.3659582701511681,0.9,0.9110169491525424,0.9858142962417096,0.9743213043359931,0.8141592920353983,1.0,0.8975609756097561,97,21,0,92,0.00031593772365766105
31,0.11994669255283144,0.9642201834862385,0.3408065838739276,0.8904761904761904,0.902542372881356,0.9818533529845246,0.9636685076859062,0.8,1.0,0.8888888888888888,95,23,0,92,0.00028711035421746355
32,0.20269758937259516,0.9697247706422019,0.6541233130265027,0.9095238095238095,0.9194915254237288,0.9754974207811349,0.9626078678379112,0.8288288288288288,1.0,0.9064039408866995,99,19,0,92,0.0002591231629491422
33,0.12204336519870493,0.955045871559633,1.1434774976223707,0.8571428571428571,0.8728813559322034,0.9693257184966838,0.950070479620317,0.7540983606557377,1.0,0.8598130841121495,88,30,0,92,0.00023208660251050145
34,0.12110383870700996,0.9577981651376147,0.4037658548913896,0.919047619047619,0.9279661016949152,0.9819454679439941,0.9690597823860407,0.8440366972477065,1.0,0.9154228855721394,101,17,0,92,0.00020610737385376337
35,0.24986121617257595,0.9559633027522936,0.4638345674611628,0.919047619047619,0.9279661016949152,0.9787214443625645,0.9647301443237242,0.8440366972477065,1.0,0.9154228855721394,101,17,0,92,0.00018128800512565502
36,0.10900257589916389,0.9706422018348624,0.8205274525098503,0.8904761904761904,0.902542372881356,0.9482313927781872,0.9185207782794469,0.8,1.0,0.8888888888888888,95,23,0,92,0.00015772644703565555
37,0.10527783922023243,0.9669724770642202,0.7641302365809679,0.9095238095238095,0.9194915254237288,0.9483235077376566,0.918778758622227,0.8288288288288288,1.0,0.9064039408866995,99,19,0,92,0.00013551568628929425
38,0.09000442177057266,0.9779816513761468,0.8586832985747606,0.8857142857142857,0.8983050847457628,0.9573507737656595,0.9329276812481774,0.7931034482758621,1.0,0.8846153846153846,94,24,0,92,0.00011474337861210535
39,0.09670230518612596,0.9651376146788991,0.7337486217729747,0.919047619047619,0.9279661016949152,0.9602984524686808,0.9392783148231929,0.8440366972477065,1.0,0.9154228855721394,101,17,0,92,9.549150281252626e-05
40,0.09119423996243212,0.9660550458715597,0.743256782181561,0.9,0.9110169491525424,0.9578113485630066,0.9343274987429356,0.8141592920353983,1.0,0.8975609756097561,97,21,0,92,7.783603724899252e-05
