epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr
0,0.4825311978073681,0.8222222222222222,2.8022134006023407,0.33181818181818185,0.46883360085607273,0.6289459604066345,0.4829037347364633,0.17791411042944785,0.6904761904761905,0.28292682926829266,44,134,13,29,0.0009990133642141358
1,0.19265174931463072,0.9481481481481482,2.468894749879837,0.33636363636363636,0.5535045478865703,0.7720706260032103,0.6490311345044176,0.2111111111111111,0.9047619047619048,0.34234234234234234,36,142,4,38,0.000996057350657239
2,0.14443697659846613,0.9546296296296296,0.2863181605935097,0.9,0.7562867843766721,0.8987426431246656,0.8006457814197511,0.9166666666666666,0.5238095238095238,0.6666666666666666,176,2,20,22,0.0009911436253643444
3,0.11795066724367001,0.9592592592592593,0.4674530103802681,0.8545454545454545,0.7009095773140717,0.7204387372926698,0.5993886011898465,0.6785714285714286,0.4523809523809524,0.5428571428571428,169,9,23,19,0.0009842915805643156
4,0.1543063232127358,0.9527777777777777,0.44515594840049744,0.8909090909090909,0.8234349919743178,0.858346709470305,0.7532362600424595,0.7142857142857143,0.7142857142857143,0.7142857142857143,166,12,12,30,0.0009755282581475769
5,0.08964866344981334,0.9731481481481481,0.3726292885839939,0.8590909090909091,0.6946227929373997,0.8493846976993045,0.6350343391975017,0.72,0.42857142857142855,0.5373134328358209,171,7,24,18,0.0009648882429441258
6,0.08534026365069781,0.9694444444444444,0.384158821310848,0.8909090909090909,0.7506688068485821,0.9300428036383093,0.8019146918165294,0.8461538461538461,0.5238095238095238,0.6470588235294118,174,4,20,22,0.0009524135262330099
7,0.06848208532285165,0.9731481481481481,0.9972611223347485,0.8181818181818182,0.5238095238095238,0.4018191546281434,0.2649063091674365,1.0,0.047619047619047616,0.09090909090909091,178,0,40,2,0.0009381533400219318
8,0.0896903426550767,0.9675925925925926,0.415301522705704,0.9,0.8017656500802568,0.9307116104868913,0.8226526557772051,0.7941176470588235,0.6428571428571429,0.7105263157894737,171,7,15,27,0.0009221639627510075
9,0.10185413309099044,0.9694444444444444,0.47387493401765823,0.8318181818181818,0.668673087212413,0.7114767255216693,0.5145986727233389,0.5862068965517241,0.40476190476190477,0.4788732394366197,166,12,25,17,0.0009045084971874736
