epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr,train_sec,train_img_per_sec,val_sec,val_img_per_sec,cuda_max_mem_bytes
0,0.6326367184519768,0.7742574257425743,0.6126923084259033,0.7482758620689656,0.7341589861751152,0.7935867895545314,0.5142078636437519,0.32967032967032966,0.7142857142857143,0.45112781954887216,187,61,12,30,3.125e-06,7.527075200000581,134.18226511141035,0.9307147999998051,311.5884694216324,4206582784
1,0.49167641811072826,0.8495049504950495,0.48224682211875913,0.8448275862068966,0.7807219662058371,0.8513824884792627,0.5835513737908729,0.47540983606557374,0.6904761904761905,0.5631067961165048,216,32,13,29,4.6875e-06,9.271317600000657,108.93812978642092,2.0755301999997755,139.72333430755734,4206582784
2,0.34486479312181473,0.9198019801980198,0.39321134984493256,0.8620689655172413,0.7908026113671275,0.8567588325652842,0.5931982760198816,0.5178571428571429,0.6904761904761905,0.5918367346938775,221,27,13,29,6.25e-06,12.370398600000044,81.6465202665334,1.5921645999997054,182.14197200468698,4206582784
3,0.2373975138179958,0.9326732673267327,0.35234998613595964,0.8551724137931035,0.7867703533026114,0.877400153609831,0.6440306677441474,0.5,0.6904761904761905,0.58,219,29,13,29,7.8125e-06,12.284638099999938,82.21650420454837,1.8131286999996519,159.94452020976541,4206582784
4,0.17862274451181293,0.9534653465346534,0.36091107279062273,0.8689655172413793,0.834389400921659,0.8903609831029186,0.6765138569836753,0.532258064516129,0.7857142857142857,0.6346153846153846,219,29,9,33,9.375e-06,13.60776629999964,74.22232111673073,1.7461286999996446,166.08168687683732,4206582784
5,0.14470682269893587,0.9613861386138614,0.3635156601667404,0.8862068965517241,0.864247311827957,0.9038978494623656,0.7235072630686489,0.5737704918032787,0.8333333333333334,0.6796116504854369,222,26,7,35,1.09375e-05,11.88952049999989,84.94875802602884,1.7693516999997883,163.90184043117867,4206582784
6,0.12526941299438477,0.9633663366336633,0.31485738307237626,0.906896551724138,0.8763440860215054,0.90965821812596,0.7464335653687557,0.6363636363636364,0.8333333333333334,0.7216494845360825,228,20,7,35,1.25e-05,13.411411199999748,75.30900253062251,2.322070499999427,124.88854235910217,4206582784
7,0.0896109661553055,0.9732673267326732,0.22992460280656815,0.9275862068965517,0.8291090629800307,0.9334677419354838,0.7724140580037878,0.7837837837837838,0.6904761904761905,0.7341772151898734,240,8,13,29,1.4062500000000001e-05,14.464413900000181,69.82654167549694,1.941063999999642,149.40259568981418,4206582784
8,0.07135148718953133,0.9752475247524752,0.21310019493103027,0.9413793103448276,0.8767281105990783,0.943068356374808,0.7880879510120613,0.8048780487804879,0.7857142857142857,0.7951807228915663,240,8,9,33,1.5625e-05,12.12557149999975,83.2950430418905,0.8488219999999274,341.6499572348794,4206582784
9,0.06845692591741681,0.9792079207920792,0.2946435257792473,0.896551724137931,0.7120775729646698,0.9324116743471582,0.7313095902412088,0.7307692307692307,0.4523809523809524,0.5588235294117647,241,7,23,19,1.71875e-05,7.012836799999604,144.02160335458782,0.7827640000004976,370.48203545361775,4206582784
10,0.047134375548921525,0.9861386138613861,0.30279188603162766,0.9137931034482759,0.8803763440860215,0.9356758832565284,0.7336233097411815,0.660377358490566,0.8333333333333334,0.7368421052631579,230,18,7,35,1.875e-05,6.994201900000007,144.40532521659102,0.8004768999999214,362.28403343060677,4206582784
