epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr,train_sec,train_img_per_sec,val_sec,val_img_per_sec,cuda_max_mem_bytes
0,0.6307860227192149,0.7888888888888889,0.6094142645597458,0.759090909090909,0.6601123595505618,0.6665329052969502,0.4675310046502126,0.39622641509433965,0.5,0.4421052631578947,146,32,21,21,2.9411764705882355e-06,13.837299899999834,78.04990914448656,1.5180849000003036,144.9194310541894,4205613056
1,0.47604326114935036,0.8555555555555555,0.5770975574851036,0.7272727272727273,0.5858747993579454,0.5876136971642589,0.3442273658429411,0.3125,0.35714285714285715,0.3333333333333333,145,33,27,15,4.4117647058823526e-06,14.691667499999767,73.51105652234624,1.5158503000002383,145.13306492070188,4205613056
2,0.3263549848514445,0.9212962962962963,0.4932127147912979,0.8181818181818182,0.6056714820759764,0.639111824505083,0.3954683022676089,0.55,0.2619047619047619,0.3548387096774194,169,9,31,11,5.882352941176471e-06,14.567334899999878,74.13847539126797,1.5631232000000637,140.74386459108985,4205613056
3,0.21344053000211716,0.9416666666666667,0.42971524223685265,0.85,0.6162386302835741,0.7545478865703585,0.5479264587848316,0.9090909090909091,0.23809523809523808,0.37735849056603776,177,1,32,10,7.3529411764705884e-06,13.64525010000034,79.14842103187051,1.5211272000001372,144.62958784773565,4205613056
4,0.15330843276837292,0.9527777777777777,0.40399644523859024,0.8590909090909091,0.6491439272338149,0.8033707865168539,0.632993982871974,0.8666666666666667,0.30952380952380953,0.45614035087719296,176,2,29,13,8.823529411764705e-06,13.403936299999714,80.57334620428054,1.4196479000002,154.96800298156253,4205613056
5,0.128484931500519,0.9638888888888889,0.40581305604428053,0.8454545454545455,0.7043873729266987,0.8595505617977528,0.6539235265375443,0.625,0.47619047619047616,0.5405405405405406,166,12,22,20,1.0294117647058824e-05,13.262359299999844,81.43347466087823,1.3488370999998551,163.10346149288424,4205613056
6,0.12414784072076573,0.9574074074074074,0.44408340752124786,0.8545454545454545,0.637239165329053,0.7854467629748529,0.610389030930084,0.8571428571428571,0.2857142857142857,0.42857142857142855,176,2,30,12,1.1764705882352942e-05,13.778471100000388,78.38315239489594,1.5351270000001023,143.31061860027563,4205613056
7,0.09436036514885285,0.9694444444444444,0.40175678115338087,0.8681818181818182,0.6911449973247725,0.8603531300160514,0.7014065142594448,0.8095238095238095,0.40476190476190477,0.5396825396825397,174,4,25,17,1.323529411764706e-05,13.75996780000014,78.48855576536953,1.6330188000001726,134.71982073934282,4205613056
8,0.08083737740183577,0.9712962962962963,0.4768778095021844,0.8590909090909091,0.6400481540930979,0.8373461744248261,0.7336889225526882,0.9230769230769231,0.2857142857142857,0.43636363636363634,177,1,30,12,1.4705882352941177e-05,15.34728800000039,70.37073911690278,1.7712458999999399,124.20635666680018,4205613056
9,0.09628206590080962,0.9638888888888889,0.5810101341921836,0.8454545454545455,0.5952380952380952,0.8663723916532905,0.7447745450748741,1.0,0.19047619047619047,0.32,178,0,34,8,1.6176470588235296e-05,13.750593500000377,78.54206438434605,1.53630480000038,143.20075026774998,4205613056
10,0.07859422310310252,0.9740740740740741,0.47146867704577744,0.8636363636363636,0.6519529159978599,0.8352059925093632,0.7374272673308491,0.9285714285714286,0.30952380952380953,0.4642857142857143,177,1,29,13,1.764705882352941e-05,14.33390670000017,75.34582320115054,1.5456401999999798,142.33584245544523,4205613056
11,0.0372679374892922,0.987037037037037,0.5159749523736537,0.8681818181818182,0.6638576779026217,0.8681112894596041,0.7741027231002066,0.9333333333333333,0.3333333333333333,0.49122807017543857,177,1,28,14,1.911764705882353e-05,15.096197300000313,71.54119534460361,1.5375785999999607,143.0821162573449,4205613056
12,0.04022119736627621,0.9861111111111112,0.6818589356844313,0.8545454545454545,0.6190476190476191,0.8615569823434992,0.7598380536538799,1.0,0.23809523809523808,0.38461538461538464,178,0,32,10,2.058823529411765e-05,13.899246500000118,77.70205384874575,2.2369699000000764,98.34732242038325,4205613056
13,0.04448805749416351,0.9842592592592593,0.7872660872235429,0.8272727272727273,0.5476190476190477,0.908908507223114,0.8164338457847791,1.0,0.09523809523809523,0.17391304347826086,178,0,38,4,2.2058823529411766e-05,13.675437100000181,78.9737097324652,1.4367644000003565,153.1218340320413,4205613056
14,0.035606696325189924,0.9861111111111112,0.5377659783698618,0.8772727272727273,0.6785714285714286,0.9173354735152488,0.8448041728361101,1.0,0.35714285714285715,0.5263157894736842,178,0,27,15,2.3529411764705884e-05,14.267323700000361,75.69744842895606,1.4497718999996323,151.74800946276847,4205613056
15,0.023500021040330037,0.9888888888888889,0.39988757437095046,0.9136363636363637,0.8192883895131087,0.9185393258426966,0.7969608877254699,0.8484848484848485,0.6666666666666666,0.7466666666666667,173,5,14,28,2.5e-05,13.533439499999986,79.8023296295078,1.7674676000001455,124.47187150699786,4205613056
16,0.01256996563033146,0.9962962962962963,0.5258181701356079,0.8909090909090909,0.7142857142857143,0.9166666666666666,0.8370301036930906,1.0,0.42857142857142855,0.6,178,0,24,18,2.647058823529412e-05,13.268068500000027,81.39843414284437,1.479489299999841,148.6999601822221,4205613056
