epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr
0,0.4621054697781801,0.8366336633663366,0.29946217238903045,0.8758620689655172,0.8602760606317216,0.9302227114912355,0.8600102730728855,0.5942028985507246,0.8367346938775511,0.6949152542372882,213,28,8,41,0.0009990133642141358
1,0.25859963707625866,0.8930693069306931,1.0832032203674316,0.6517241379310345,0.7904564315352698,0.9802692861376916,0.9320996286472272,0.32666666666666666,1.0,0.49246231155778897,140,101,0,49,0.000996057350657239
2,0.19786900747567415,0.9336633663366337,5.328117394447327,0.25862068965517243,0.553941908713693,0.9217545939537641,0.7049716444250892,0.1856060606060606,1.0,0.31309904153354634,26,215,0,49,0.0009911436253643444
3,0.16139755304902792,0.9405940594059405,0.32623912692070006,0.8448275862068966,0.9066390041493776,0.9855195190109238,0.9435039969920562,0.5212765957446809,1.0,0.6853146853146853,196,45,0,49,0.0009842915805643156
4,0.18674777075648308,0.9237623762376238,0.29897466404363515,0.8827586206896552,0.9132017952409179,0.9813701414175628,0.9374711608080911,0.5949367088607594,0.9591836734693877,0.734375,209,32,2,47,0.0009755282581475769
5,0.16320836590602994,0.9485148514851485,0.37298666895367205,0.8620689655172413,0.9088830552968075,0.9847573884325513,0.9491432099215883,0.5517241379310345,0.9795918367346939,0.7058823529411765,202,39,1,48,0.0009648882429441258
6,0.18497641407884657,0.9346534653465347,0.11644329512491822,0.9620689655172414,0.8877551020408163,0.9820475908205606,0.9623203959720028,1.0,0.7755102040816326,0.8735632183908046,241,0,11,38,0.0009524135262330099
7,0.11731054354459047,0.9534653465346534,0.0730808163061738,0.9724137931034482,0.9427555254466933,0.9926327377423999,0.9746148239344411,0.9361702127659575,0.8979591836734694,0.9166666666666666,238,3,5,44,0.0009381533400219318
8,0.11592148523777723,0.9594059405940594,0.45434667393565176,0.8482758620689655,0.9087136929460581,0.9930561436192734,0.9719529185443633,0.5268817204301075,1.0,0.6901408450704225,197,44,0,49,0.0009221639627510075
9,0.10597496828995645,0.9673267326732673,0.1637291869148612,0.9241379310344827,0.9218392751291389,0.9839105766788043,0.9515855575991313,0.7142857142857143,0.9183673469387755,0.8035714285714286,223,18,4,45,0.0009045084971874736
10,0.12072743428871036,0.9544554455445544,0.32515293061733247,0.8689655172413793,0.9211618257261411,0.9916165636379033,0.9715827805068346,0.5632183908045977,1.0,0.7205882352941176,203,38,0,49,0.0008852566213878945
11,0.09425815241411328,0.9633663366336633,0.10810134219937026,0.9655172413793104,0.9142179693454145,0.9873825048691675,0.9579173359085363,0.9534883720930233,0.8367346938775511,0.8913043478260869,239,2,8,41,0.0008644843137107056
12,0.06155047216452658,0.9792079207920792,0.23611945752054453,0.896551724137931,0.9296299432636125,0.990515708358032,0.9642624821089323,0.6233766233766234,0.9795918367346939,0.7619047619047619,212,29,1,48,0.0008422735529643443
13,0.0664618433220312,0.9792079207920792,0.17504401952028276,0.9,0.9235752392243204,0.9887374036751629,0.9606464810278765,0.6351351351351351,0.9591836734693877,0.7642276422764228,214,27,2,47,0.0008187119948743448
14,0.08407222584355623,0.9693069306930693,0.7536830760538578,0.7896551724137931,0.865314590566517,0.9864510119400458,0.9528681117156107,0.4444444444444444,0.9795918367346939,0.6114649681528662,181,60,1,48,0.0007938926261462366
15,0.10405121033545583,0.9623762376237623,0.15829801933723503,0.9655172413793104,0.8979591836734694,0.9885680413244136,0.9612584191578183,1.0,0.7959183673469388,0.8863636363636364,241,0,10,39,0.0007679133974894982
16,0.08659358031582087,0.9722772277227723,0.15441318433731793,0.9206896551724137,0.9197645863324583,0.9888220848505377,0.960080678909721,0.703125,0.9183673469387755,0.7964601769911505,222,19,4,45,0.0007408768370508576
17,0.050441495899576694,0.9821782178217822,0.4851349957811181,0.8413793103448276,0.8964349225167245,0.9828097213989331,0.9429090565440925,0.5161290322580645,0.9795918367346939,0.676056338028169,196,45,1,48,0.0007128896457825362
18,0.029679702216526493,0.9891089108910891,0.33475152803584934,0.8896551724137931,0.9254805656702515,0.9902616648319079,0.9610613486892999,0.6075949367088608,0.9795918367346939,0.75,210,31,1,48,0.0006840622763423389
19,0.039154296449851245,0.9861386138613861,0.41379330279305576,0.8310344827586207,0.8739520704547379,0.9819629096451858,0.9425263305169211,0.5,0.9387755102040817,0.6524822695035462,195,46,3,46,0.0006545084971874735
20,0.029995462056831457,0.9871287128712871,0.30068831793614664,0.8758620689655172,0.909052417647557,0.9824709966974341,0.9408774132921882,0.5802469135802469,0.9591836734693877,0.7230769230769231,207,34,2,47,0.0006243449435824271
21,0.03145183372544125,0.9930693069306931,0.18288291807402857,0.9137931034482759,0.9237446015750699,0.9849267507833008,0.9453597715810411,0.6764705882352942,0.9387755102040817,0.7863247863247863,219,22,3,46,0.0005936906572928622
22,0.01823875479749404,0.995049504950495,0.21239565850701184,0.9241379310344827,0.9380980608010838,0.989330171902786,0.9588197758169491,0.7014925373134329,0.9591836734693877,0.8103448275862069,221,20,2,47,0.000562666616782152
23,0.030358706368133426,0.9900990099009901,0.38170626407372765,0.8724137931034482,0.9069777288508765,0.9498687441781692,0.7473408394433236,0.573170731707317,0.9591836734693877,0.7175572519083969,206,35,2,47,0.0005313952597646566
24,0.03687571143382229,0.9861386138613861,0.2507443500246154,0.903448275862069,0.9337793208569735,0.9903463460072826,0.9614523860990569,0.64,0.9795918367346939,0.7741935483870968,214,27,1,48,0.0004999999999999998
25,0.03369491110788658,0.9871287128712871,0.13645453767458093,0.9517241379310345,0.9303073926666102,0.9883139977982894,0.958136560286723,0.8301886792452831,0.8979591836734694,0.8627450980392157,232,9,5,44,0.00046860474023534314
26,0.02028538520244183,0.994059405940594,0.12679322307158145,0.9620689655172414,0.9202726733847065,0.9859429248877973,0.955971968145809,0.9130434782608695,0.8571428571428571,0.8842105263157894,237,4,7,42,0.00043733338321784774
27,0.0369719870359404,0.9891089108910891,0.22416541180427885,0.9103448275862069,0.9135405199424168,0.9814548225929376,0.939358102318132,0.6716417910447762,0.9183673469387755,0.7758620689655172,219,22,4,45,0.00040630934270713756
28,0.015990090294508263,0.996039603960396,0.22977326659402025,0.9103448275862069,0.9297993056143619,0.9871284613430436,0.9563000366370211,0.6619718309859155,0.9591836734693877,0.7833333333333333,217,24,2,47,0.00037565505641757246
29,0.00504982695565559,1.0,0.564367321298414,0.8482758620689655,0.9005843001100855,0.9826403590481836,0.929146965786165,0.5274725274725275,0.9795918367346939,0.6857142857142857,198,43,1,48,0.00034549150281252633
30,0.007878462285589194,0.998019801980198,0.4626968174903595,0.8551724137931035,0.9047336777034465,0.9830214243373698,0.9342183352517812,0.5393258426966292,0.9795918367346939,0.6956521739130435,200,41,1,48,0.00031593772365766105
31,0.00498915358184604,1.0,0.4523665077285841,0.8586206896551725,0.906808366500127,0.9806080108391904,0.9168409819202489,0.5454545454545454,0.9795918367346939,0.7007299270072993,201,40,1,48,0.00028711035421746355
32,0.006950939816306345,0.996039603960396,0.49685247823945244,0.8482758620689655,0.9005843001100855,0.9834448302142433,0.9317795401623854,0.5274725274725275,0.9795918367346939,0.6857142857142857,198,43,1,48,0.0002591231629491422
33,0.0058084366592083825,0.998019801980198,0.3096091334220546,0.8793103448275862,0.9111271064442374,0.9860276060631721,0.9469598498769916,0.5875,0.9591836734693877,0.7286821705426356,208,33,2,47,0.00023208660251050145
34,0.002466642114086426,0.999009900990099,0.37750402137971834,0.8689655172413793,0.904903040054196,0.9828944025743077,0.9358270331106823,0.5662650602409639,0.9591836734693877,0.7121212121212122,205,36,2,47,0.00020610737385376337
35,0.0029303539467946393,0.999009900990099,0.49488741590466817,0.8517241379310345,0.902658988906766,0.9825980184604962,0.9340977583658174,0.5333333333333333,0.9795918367346939,0.6906474820143885,199,42,1,48,0.00018128800512565502
36,0.0027643481225823052,1.0,0.6767417123257473,0.8413793103448276,0.8964349225167245,0.9806080108391905,0.9194194004299115,0.5161290322580645,0.9795918367346939,0.676056338028169,196,45,1,48,0.00015772644703565555
37,0.0014372499445016729,1.0,0.6209996285873786,0.8448275862068966,0.898509611313405,0.9817512067067491,0.9226698024010523,0.5217391304347826,0.9795918367346939,0.6808510638297872,197,44,1,48,0.00013551568628929425
38,0.001376613163301954,1.0,0.6828338765237276,0.8448275862068966,0.898509611313405,0.980904394953002,0.9206013281517099,0.5217391304347826,0.9795918367346939,0.6808510638297872,197,44,1,48,0.00011474337861210535
39,0.0012426672237779712,1.0,0.64874249491113,0.8448275862068966,0.898509611313405,0.9811160978914387,0.921180157920986,0.5217391304347826,0.9795918367346939,0.6808510638297872,197,44,1,48,9.549150281252626e-05
